subject,appearance
FRESH-864 #583,15
Rename ia64_cursor -> cursor.,15
git subrepo pull libs/braille-css,15
Bump govuk-lint from 4.0.0 to 4.0.1,15
Refs #1287,15
Bump coverlet.msbuild from 2.8.1 to 2.9.0,15
Merge remote-tracking branch 'origin/master' into v4.0,15
l10n: initial commit for Korean translation.,15
WICKET-4236 Use JQuery as a backing library for Wicket's JavaScript code,15
Bump rspec from 3.9.0 to 3.10.0,15
Bump webpack from 4.30.0 to 4.31.0,15
Updated Russian translation by Yuriy Penkin.,15
Bump assertj-core from 3.17.2 to 3.18.0,15
Merge remote-tracking branch 'origin/master' into dev,15
I18n: Update translation is (97%).,15
I18n: Update translation el (99%).,15
git subrepo commit gradle/scripts,15
Merge branch '5.5' into 5.6,15
Bump eslint-config-prettier from 6.9.0 to 6.10.0,15
XWIKI-5554: Generalize Image support and add relative paths support XWiki Syntax 2.1,15
Merge branch 'fixes' into next,15
Merge branch 'master' of github.com:CamDavidsonPilon/lifelines,15
OAK-709: Consider moving permission evaluation to the node state level,15
Bump dotenv-rails from 2.7.5 to 2.7.6,15
XWIKI-437: Improve URL factories and create a xwiki-url module for manipulating XWiki URLs,15
Update docs/dev/how_to/releasing_chef_infra.md,15
Bump nyc from 15.0.0 to 15.0.1,15
Merge branch 'master' of https://github.com/wso2/carbon-analytics-common,15
Merge branch 'dmi-for-linus' of git://git.kernel.org/pub/scm/linux/kernel/git/jdelvare/staging,15
Merge branch 'feature/react-collections' of github.com:ONSdigital/florence into feature/react-collections,15
gdb/ChangeLog:,15
Merge branch '2.2' into 2.11,15
git subrepo pull gui,15
Merge branch 'develop' of https://github.com/ketoo/NoahGameFrame into develop,15
LDEV-2480 Author progress,15
I18n: Update translation ar (98%).,15
Update gcc on AT 12.0,15
Update dependency bazelbuild/buildtools to latest version,15
"Not reviewed, build fix.",15
chore(release): 1.2.0 [skip ci],15
More fixes.,15
chore(deps): [security] bump ini from 1.3.5 to 1.3.7,15
Bump uglifier from 4.1.14 to 4.1.15,15
2010-04-21  Eric Seidel  <eric@webkit.org>,15
Bump mypy from 0.770 to 0.780,15
Merge branch 'for-linus' of git://git.kernel.org/pub/scm/linux/kernel/git/tiwai/sound,15
Bump webpack-cli from 4.2.0 to 4.3.0,15
Merge branch 'master' into ui,14
5364-app - Add Support for additional core fields,14
Bump FodyPackaging from 6.2.6 to 6.3.0,14
Added RubyCritic,14
Merge git://git.kernel.org/pub/scm/linux/kernel/git/pkl/squashfs-linus,14
Update README file,14
Bump @babel/preset-env from 7.10.0 to 7.10.1,14
Bump Verify.Xunit from 1.24.1 to 1.25.0,14
Bump eslint-plugin-prettier from 3.1.0 to 3.1.1,14
Merge branch 'master' into 5.1,14
Bump Verify.Xunit from 1.33.0 to 1.34.0,14
Added Circle CI explicit Bundle install configuration,14
Merge branch 'gpaste-2',14
Pass environment variables of proxy to tox,14
minor refactoring,14
Stop using deprecated interfaces,14
"Update {virtual,override,final} to follow C++11 style.",14
Pontoon: Update Arabic (ar) localization of AMO Frontend,14
"Added gemspec metadata for source, changes, and issue tracker URLs.",14
Remove obsolete translations,14
Cleanup of Translations,14
"These all have what's necessary for my new resolution-control architecture; screen.h will need more size definitions, and screen.c will need more table entries and some appropriate screen portRect adjustments.",14
Small improvements and fixes,14
PR fixes,14
Merge branch 'drm-intel-fixes' of git://people.freedesktop.org/~danvet/drm-intel into drm-next,14
Bump webpack from 4.41.0 to 4.41.1,14
Fix previous commit,14
Merge branch 'master' into version0,14
Added `Gemfile.lock` to `.gitignore`.,14
removed unused imports,14
Merge branch 'rc-fixes' of git://git.kernel.org/pub/scm/linux/kernel/git/mmarek/kbuild-2.6,14
Bump Verify.Xunit from 6.23.3 to 6.24.0,14
Bump Verify.Xunit from 2.2.1 to 2.3.0,14
Merge remote-tracking branch 'origin/master' into release/3.3,14
Bump rubocop from 0.65.0 to 0.66.0,14
Fixed docstrings [skip CI],14
OAK-12: Implement a test suite for the MicroKernel,14
2011-06-16  Ryosuke Niwa  <rniwa@webkit.org>,14
git subrepo pull gherkin/go,14
chore(deps): [security] bump mixin-deep from 1.3.1 to 1.3.2,14
Bump mockito-core from 2.23.4 to 2.24.0,14
Merge remote-tracking branch 'origin/staging' into dev-annuality,14
Merge branch 'master' into django1.6,14
ubox: update to latest git HEAD,14
Bump Verify.Xunit from 6.24.0 to 6.24.1,14
Fix [demos],14
git subrepo pull modules/tts,14
I18n: Update translation cs (99%).,14
Merge git://git.kernel.org/pub/scm/linux/kernel/git/davem/sparc-next,14
Bump tox from 3.15.1 to 3.15.2,14
Bump eslint from 5.15.1 to 5.15.2,14
Bump maven-surefire-plugin from 2.22.0 to 2.22.1,14
Auto-rebaseline for r173153,14
I18n: Update translation pl (97%).,14
Added dynamic formatting of RSpec output.,14
Bump actions/setup-python from v2.1.3 to v2.1.4,14
Bump gds-api-adapters from 52.5.1 to 52.6.0,14
Bump FodyHelpers from 4.0.0 to 4.0.2,14
Some improvements,14
Removed documentation for secure installs.,14
Removed comment [skip CI],14
        Rubber stamped by Eric.,14
Fixed gemspec issues with missing gem signing key/certificate.,14
[PATCH] x86_64: Update defconfig,14
chore(release): 0.3.0 [skip ci],14
chore(release): 0.2.1 [skip ci],14
Manual merge of mysql-5.1-bugteam to mysql-trunk-merge.,14
Bump pry from 0.12.2 to 0.13.0,14
Bump @babel/core from 7.12.7 to 7.12.9,14
Bump httpclient from 4.5.12 to 4.5.13,14
Updated to Ruby 2.4.1.,14
Merge branch 'for-linus' of git://git.o-hand.com/linux-rpurdie-backlight,14
Updated Code Climate configuration to Version 2.0.0.,14
chore(deps-dev): bump eslint from 6.7.1 to 6.7.2,14
Bump Verify.Xunit from 3.0.5 to 3.1.0,14
Bump @babel/core from 7.3.4 to 7.4.0,14
dependabot PRs,14
gstreamer: update to git HEAD,14
Update httpd,14
Updated Rubocop Metrics/LineLength to 100 characters.,14
Bump lodash from 4.17.11 to 4.17.19,14
Merge branch 'master' of https://github.com/hacdias/filemanager,14
Log all changes (+ announcement),14
test fixes,14
More code cleanup.,14
Refresh Public Suffic List to the latest version,14
Unescape HTML-escaped apostrophes in regression test artefacts,14
2009-11-09  Nate Chapin  <japhet@chromium.org>,14
Bump XunitLogger from 1.3.1 to 2.0.0,14
Merge branch 'for-linus' of git://git.armlinux.org.uk/~rmk/linux-arm,14
Bump Verify.Xunit from 1.27.0 to 1.27.2,14
* JavaScriptCore.vcproj/JavaScriptCore/JavaScriptCore.def:,14
Bump Verify.Xunit from 6.5.0 to 6.6.0,14
Making release for most packages. (#4296),14
I18n: Update translation he (98%).,14
Update chainparams,14
Removed Circle CI Bundler cache.,14
Merge branch '6.x' into 7.x,14
Updated Rubocop gems,14
Merge remote-tracking branch 'origin/2.3' into 3.0,14
prepare new release,14
Merge branch 'master' into 2.0,14
Bump Verify.Xunit from 1.3.1 to 1.4.1,14
Review comments,14
chore(release): 2.1.1 [skip ci],14
Merge branch 'master' into derp,14
Bump maven-compiler-plugin from 3.7.0 to 3.8.0,14
Updated Circle CI Code Climate test reporting.,14
2010-12-29  Mihai Parparita  <mihaip@chromium.org>,14
Merge branch 'turbostat' of git://git.kernel.org/pub/scm/linux/kernel/git/lenb/linux,14
2010-04-10  Adam Barth  <abarth@webkit.org>,14
Merge branch 'master' into sql,14
build fix,14
Bump rails from 5.1.5 to 5.1.6,14
Merge remote-tracking branch 'remotes/jnsnow/tags/bitmaps-pull-request' into staging,14
[Security] Bump lodash.mergewith from 4.6.1 to 4.6.2,14
Bump Verify.Xunit from 2.1.1 to 2.1.2,14
Better error handling.,14
Bug#14272788: Query with MaterializeScan and materialized subquery               returns too many rows,14
Bump Verify.Xunit from 1.22.1 to 1.22.3,14
"Fixed Rakefile support for RSpec, Reek, Rubocop, and SCSS Lint.",14
Merge branch 'stable-2.6' into devel-2.6,14
Bump GDS API adapters to 20.1.1,14
Added Guard and Rubocop binstubs,14
Manual merge of mysql-5.1-bugteam into mysql-trunk-merge.,14
Update Ubuntu,14
l10n: Galician update,14
Bump coveralls from 3.0.5 to 3.0.6,14
Avoid a NULL dereference,14
Bump Verify.Xunit from 4.0.0 to 4.0.1,14
Merge branch 'for-rc' of git://git.kernel.org/pub/scm/linux/kernel/git/rzhang/linux,14
Merge remote-tracking branch 'upstream/master' into merge-master,14
Added Reek support.,14
Merge branch 'calf-updates',14
Fix pygments style,14
Bump react from 16.13.1 to 16.14.0,14
Merge remote-tracking branch 'origin/master' into f11106,14
Merge branch 'urgent' of git://git.kernel.org/pub/scm/linux/kernel/git/brodo/pcmcia-2.6,14
Updated to SimpleCov 0.18.0,14
Bump @babel/core from 7.9.6 to 7.10.0,14
Removed Gemnasium support.,14
Removed Rubocop Style/Documentation check.,14
Bump eslint-config-prettier from 6.10.1 to 6.11.0,14
Updated README headers.,14
Merge branch 'master' into elasticsearch,14
Remove unused variables.,14
Bump kramdown from 2.2.1 to 2.3.0,14
Unreviewed fix.,14
Bump rubocop-rails from 2.4.1 to 2.4.2,14
Merge branch 'master' into 'develop',14
Removed Code Climate support,14
Bump Verify.Xunit from 1.34.1 to 1.34.2,14
Bump devise from 4.6.2 to 4.7.1,14
bump worker,14
Merge branch 'core-locking-for-linus' of git://git.kernel.org/pub/scm/linux/kernel/git/tip/tip,14
Added Code Climate engine support.,14
Some fixes [skip hazardlib],14
Regenerated the fixtures,14
Bump @babel/core from 7.6.3 to 7.6.4,14
Update 260_crypt_layout.sh,14
pep8/pylint/pyflakes,14
Avoid overwriting '__module__' of messages from shared modules. (#5364),14
Bump rails-controller-testing from 1.0.3 to 1.0.4,14
git subrepo pull modules/scripts-utils,14
Merge remote-tracking branch 'symfony/2.3' into lowest-25,14
fixing tests,14
"Unreviewed, WebKit gardening.",14
Merge branch 'KDE/4.11',14
Bump maven-shade-plugin from 3.2.3 to 3.2.4,14
Bump gds-api-adapters from 51.0.0 to 51.1.0,14
I18n: Update translation es (98%).,14
Bump faker from 2.10.0 to 2.10.1,14
2007-04-14 Erik Hjortsberg  <erik.hjortsberg@iteam.se>,14
db/schema/functions.sql:,14
Merge branch 'master' into sd_graymatterseg_new,14
Update dependencies + fix a few tests (#448),14
2011-03-30  Yuta Kitamura  <yutak@chromium.org>,14
Bump @babel/core from 7.6.2 to 7.6.3,14
Various changes:,14
Renaming [skip CI],14
Updated Bigquery.php,14
Bump simplecov from 0.18.3 to 0.18.4,14
refs #389,14
calcs/hazard/event_based:,14
Updated RSpec helper to verify constant names.,14
Merge remote-tracking branch 'refs/remotes/origin/master' into FRESH-112,14
Roll src/ios/third_party/material_roboto_font_loader_ios/src 4aa51e906e56..bc63eabbbd1e (4 commits),14
Bump stylelint from 13.6.1 to 13.7.0,14
Bump actions/cache from v1 to v2,14
Updates version number.,14
Bump macaddress from 0.2.8 to 0.2.9,14
Roll DEPS to pick up the latest CrOS system_api.,14
Bump rubocop from 0.70.0 to 0.71.0,14
Bump webpack-dev-server from 3.10.3 to 3.11.0,14
bundle update,14
Bump Verify.Xunit from 2.2.0 to 2.2.1,14
xp: update bsp,14
Bump pre-commit from 2.6.0 to 2.7.1,14
build(deps-dev): bump prettier from 2.1.2 to 2.2.0,14
Merge branch 'master' of github.com:jedisct1/libsodium-doc,14
s3: Fix a typo,14
Merge branch 'master' into shakemap,14
Make course ids and usage ids opaque to LMS and Studio [partial commit],14
Deploying documentation to proper folder,14
Added a test,14
Added Rubocop Performance gem.,14
Bump capybara from 3.10.0 to 3.10.1,14
Merge branch 'master' of https://github.com/gem/openquake into oqbugs,14
Make non-serialisable field transient,14
Updates for issue #393:,14
git subrepo push gherkin/python,14
Added Bundler Leak development dependency,14
Bump @babel/preset-env from 7.7.7 to 7.8.2,14
Add more tests,14
I18n: Update translation en_AU (97%).,14
Merge branch 'release' of git://lm-sensors.org/kernel/mhoffman/hwmon-2.6,14
2007-05-18 Erik Hjortsberg  <erik.hjortsberg@iteam.se>,14
Merge branch 'master' of github.com:gem/oq-engine into disagg,14
Bump coverage from 5.0 to 5.0.1,14
build(deps-dev): bump @angular-devkit/build-angular,14
Bump sphinx from 2.2.1 to 2.2.2,14
Bump Verify.Xunit from 6.24.1 to 6.25.0,14
Bump Verify.Xunit from 1.17.1 to 1.18.0,14
Merge branch 'devel-2.3',14
Bump lodash.defaultsdeep from 4.6.0 to 4.6.1,14
Removed RubyGems requirement from binstubs,14
Bump faker from 2.10.2 to 2.11.0,14
Automatic merge from branch-5.5,14
Bump Verify.Xunit from 6.25.0 to 6.25.1,14
Merge branch 'dev-v7' into 7.3.0,14
Bump gds-api-adapters from 54.1.0 to 54.1.2,14
Bump FodyPackaging from 5.0.6 to 5.1.0,14
Refactoring graphics API,14
"	reviewed by: Gene Ragan <gzr@eazel.com>",14
I18n: Update translation tr (99%).,14
Bump govuk-lint from 3.4.0 to 3.5.0,14
Optimization improvements.,14
Avoid late keyed services with TestingProfile,14
Added Rubocop Rake support.,14
Bump typescript from 3.8.3 to 3.9.2,14
Bump Verify.Xunit from 1.32.3 to 1.33.0,14
Making a `nox -s default` session for all packages. (#4324),14
Bump gds-api-adapters from 59.4.0 to 59.5.1,14
Bump simplecov from 0.17.1 to 0.18.0,14
Bump faker from 2.11.0 to 2.12.0,14
Add missing ws seperator between words,14
Bump FodyPackaging from 6.1.0 to 6.1.1,14
Bump Verify.Xunit from 1.12.3 to 1.13.0,14
build(deps-dev): bump prettier from 2.1.1 to 2.1.2,14
Bump Verify.Xunit from 1.24.0 to 1.24.1,14
Fix compilation error,14
Bump Verify.Xunit from 1.0.0 to 1.1.0,14
Updated RSpec spec helper to enable color output.,14
Bump @babel/core from 7.4.5 to 7.5.0,14
Jabber:,14
Updates changelog,14
Less logging [skip CI],14
Bump XunitContext from 1.6.0 to 1.8.0,14
Bump sass-loader from 10.0.5 to 10.1.0,14
Bump Verify.Xunit from 1.25.1 to 1.26.0,14
Rubberstamped by Simon Hausmann.,14
Bump Verify.Xunit from 1.25.0 to 1.25.1,14
        Rubber-stamped by Sam Weinig.,14
build: mark package.json as private,14
Add + run dependency updating (bash) script (#401),14
contrib: bump opendht,14
Bump mockito-core from 3.5.6 to 3.5.7,14
git subrepo push gherkin/perl,14
Update README.txt,14
Use HostAddressOpt for opts that accept IP and hostnames,14
Updated to Rubocop 0.75.0.,14
Bump babel-eslint from 10.0.2 to 10.0.3,14
Apply translations in vi,14
I18n: Update translation de (98%).,14
Avoid predeclaring variables and localize their decl.,14
Updated Code Climate badges.,14
XWIKI-3466: Allow component mappings to be done using annotations,14
Minor Fixes,14
Fix bugs,14
I18n: Update translation uk (98%).,14
Bump gds-api-adapters from 54.0.0 to 54.1.0,14
DB/Misc: Fix startup errors,14
Merge branch 'branches/rudder/2.5',14
        Rubber stamped by Geoff.,14
Bump Verify.Xunit from 1.31.1 to 1.32.0,14
Bump Verify.Xunit from 1.34.0 to 1.34.1,14
Cutting version 0.28.0 of `google-cloud-core`. (#4280),14
Generic for loops,14
Merge branch 'master' of https://github.com/zenframework/z8.git,14
Bump XunitLogger from 2.0.0 to 2.1.0,14
chore(release): 3.2.0 [skip ci],14
Core/Misc: Fix static analysis issues,14
Update config/unicorn for govuk-app-config 1.3.2,14
chore(deps-dev): bump eslint-plugin-prettier from 3.1.3 to 3.1.4,14
Bump Verify.Xunit from 6.6.0 to 6.7.0,14
po: Update Simplified Chinese programs translation,14
Use ERB templates for all outcomes,14
Core/Misc:,14
Update generated README,14
Bump capybara from 3.8.0 to 3.8.1,14
Related to JIRA PM-155,14
Update token handling for core API change,14
Updated Slovak translation by Pavol Šimo.,14
Update Laravel 5.7 Skeleton,14
WIP : Physics,14
Bump Verify.Xunit from 1.29.0 to 1.30.0,14
Bump faker from 2.12.0 to 2.13.0,14
Bump rubocop from 0.83.0 to 0.84.0,14
Merge pilot.blaudden:/home/msvensson/mysql/mysql-5.0-maint into  pilot.blaudden:/home/msvensson/mysql/mysql-5.1-new-maint,14
Fixed disaggregation,14
Rediff patches,14
Merged master,14
Bump css-loader from 4.2.1 to 4.2.2,14
Bump govuk_app_config from 2.5.1 to 2.6.0,14
Bump Fody from 6.0.2 to 6.0.3,14
Automatic merge from branch-5.1,14
Bump assertj-core from 3.18.0 to 3.18.1,14
Bump mocha from 6.2.1 to 6.2.2,14
git subrepo pull gherkin/ruby,14
Bump Verify.Xunit from 6.3.0 to 6.3.1,14
chore: Publish :shipit: [skip ci],14
Bump Verify.Xunit from 2.1.0 to 2.1.1,14
Update comments,14
Added code quality Rake task.,14
Bump govuk_app_config from 2.7.1 to 2.8.0,14
Bump assertj-core from 3.13.2 to 3.14.0,14
Bump actions/setup-python from v2.2.0 to v2.2.1,14
Merge changes made in Gnus master,14
1.6.0.0,14
Bump maven-site-plugin from 3.9.0 to 3.9.1,14
Update gitignore,14
Merge branch 'master' of https://github.com/oaplatform/oap,14
schmalz:,14
Bump rubocop-govuk from 1.0.0 to 2.0.0,14
Bump typescript from 3.7.3 to 3.7.4,14
Bump typescript from 4.1.2 to 4.1.3,14
Pass python_requires argument to setuptools,14
bump blackbox,14
Updated Rubocop Metrics/ParameterLists max to three.,14
Bump devise from 4.4.3 to 4.5.0,14
JCR-1775: Transaction-safe versioning,14
Refs #1160 ,14
Small simplification,14
Bump capybara from 3.7.2 to 3.8.0,14
Bump nokogiri from 1.10.1 to 1.10.2,14
Bump database_cleaner from 1.7.0 to 1.8.2,14
Updated to Rubocop 0.52.0.,14
Bump autoprefixer from 9.5.1 to 9.6.0,14
JCR-2087: Upgrade to Java 5 as the base platform,14
Updated Replicapoolupdater.php,14
git subrepo pull libs/com.xmlcalabash,14
Fix build break,14
Bump XunitContext from 1.9.4 to 2.0.0,14
Minor code cleanup.,14
Updated RSpec configuration to output documentation when running.,14
Merge branch 'master' of git://github.com/Kunstmaan/KunstmaanGeneratorBundle,14
chore(deps-dev): bump eslint from 7.4.0 to 7.5.0,14
[정현길] [PROFILER-16] iBatis SqlMapClient 지원,14
switch over k/k to use klog v2,14
Bump Verify.Xunit from 1.5.0 to 1.5.3,14
l10n: Russian update,14
Bump rubocop from 0.92.0 to 0.93.0,14
Bump Verify.Xunit from 1.26.0 to 1.26.1,14
Bump webpack from 4.29.6 to 4.30.0,14
IDEA-53596 Soft wrap for editors,14
chore(deps-dev): bump @babel/plugin-transform-modules-commonjs,14
Added Gemfile groups,14
2011-05-03  Alpha Lam  <hclam@chromium.org>,14
Bump Verify.Xunit from 1.19.0 to 1.19.2,14
Bump capybara from 3.18.0 to 3.19.0,14
xpeedc: update bsp,14
Merge branch 'next' into tech/overhaul-ui,14
Fixed test [demos],14
Update mailinglist from dev to discuss,14
Jira UIMA-320: add LICENSE and NOTICES to jars.,14
Bump Verify.Xunit from 1.20.0 to 1.21.0,14
Scripts/Ulduar:,14
Bump @babel/core from 7.7.0 to 7.7.2,14
Updated gemspec URLs,14
2007-04-15 Erik Hjortsberg  <erik.hjortsberg@iteam.se>,14
Merge branch 'linux-next' of git://git.infradead.org/ubi-2.6,14
Bump autoprefixer from 9.7.6 to 9.8.0,14
Bump Verify.Xunit from 2.1.2 to 2.1.3,14
Pontoon: Update Thai (th) localization of AMO,14
