repo_name,commit,message,Is_Core_Refactor,Is_Refactor,Justification,Certain,Comment,Sampling
line/centraldogma,1a3c55c0b00383b45006446da017cb72caf6f008,"Upgrade Armeria version to 0.98.0 (#479)

Modifications:
* Migrate all deprecated or removed API in Armeria 0.98.0
* Change `WatchTimeout.makeReasonable` to `WatchTimeout.availableTimeout` 
  to use new timeout methods introduced in Armeria 0.98.0
* Make `ChangesRequestConverter` and `CommitMessageRequestConverter` 
  implement `RequestConverterFunction`",,,,,,12_may_2021_mp_not_refactor_commits
craigbarnes/dte,27a6cc03b5b3728e18748d3ce0e54ba0660403a8,"Silence some false positive clang-tidy warnings

They're now warning for uses of libc routines that they consider
""deprecated"" due to the existence C11 Annex K, including memcpy(3),
memset(3), etc. Literally no one wanted or asked for these stupid,
Microsoft-shilled extensions.
",,,,,,12_may_2021_mp_not_refactor_commits
MilosKozak/AndroidAPS,ce7137beb1a5ce63b712b7d95ce3987b7bf3673b,"New Crowdin translations (#1724)

* New translations strings.xml (Lithuanian)

* New translations strings.xml (Italian)

* New translations strings.xml (Czech)

* New translations strings.xml (Swedish)

* New translations strings.xml (Chinese Simplified)

* New translations strings.xml (Italian)

* New translations strings.xml (Greek)

* New translations strings.xml (Korean)

* New translations strings.xml (Portuguese, Brazilian)

* New translations strings.xml (Turkish)

* New translations strings.xml (Swedish)

* New translations strings.xml (Spanish)

* New translations strings.xml (Romanian)

* New translations strings.xml (French)

* New translations strings.xml (Hebrew)

* New translations strings.xml (Dutch)

* New translations strings.xml (Czech)

* New translations strings.xml (Polish)

* New translations strings.xml (Lithuanian)

* New translations strings.xml (German)

* New translations strings.xml (Russian)

* New translations strings.xml (Afrikaans)

* New translations strings.xml (Bulgarian)

* New translations strings.xml (Slovak)

* New translations strings.xml (Russian)

* New translations strings.xml (Russian)

* New translations strings.xml (German)
",,,,,,12_may_2021_mp_not_refactor_commits
dart-lang/sdk,3a82813e87ba2a4c715a7a12baeb785b202118af,"Cleanup IntX to implement Comparable<FixNum> which is more descriptive than Comparable as it would be unsafe to attempt to sort an array with both int and FixNum.

BUG=
R=sra@google.com

Review URL: https://codereview.chromium.org//875323002

git-svn-id: c93d8a2297af3b929165606efe145742a534bc71@43365 260f80e4-7a28-3924-810f-c04153c831b5
",,,,,,12_may_2021_mp_not_refactor_commits
google/llvm-propeller,8369a9beb7edbcebc0a07dd8155ac6e17f12ad93,"[LibTooling] Add support to Transformer for composing rules as an ordered choice.

This revision updates `RewriteRule` to support multiple subrules that are
interpreted as an ordered-choice (apply the first one that matches). With this
feature, users can write the rules that appear later in the list of subrules
knowing that previous rules' patterns *have not matched*, freeing them from
reasoning about those cases in the current pattern.

Reviewers: ilya-biryukov

Subscribers: cfe-commits

Tags: #clang

Differential Revision: https://reviews.llvm.org/D61335

llvm-svn: 361037
",,,,,,12_may_2021_mp_not_refactor_commits
google/llvm-propeller,a1ab61cd8bc17645bc085600f4a1d6d0a97e44a9,"[analyzer] Update alpha and potential checker documentation, esp. alpha.valist

Summary:
Move alpha.valist from potential to alpha since it was implemented in D15227

Cleanup some HTML comments, add a missing link

Reviewers: jordan_rose, zaks.anna

Subscribers: cfe-commits, xazax.hun

Differential Revision: https://reviews.llvm.org/D25663

llvm-svn: 284445
",,,,,,12_may_2021_mp_not_refactor_commits
StoDevX/AAO-React-Native,e209b23ffc0eed3437677ce5cc9650e64419b5f0,"circle: Also pipe test step through xcpretty

Clean output. Very nice.

Signed-off-by: Kristofer Rye <1ed31cfd0b53bc3d1689a6fee6dbfc9507dffd22@gmail.com>
",,,,,,12_may_2021_mp_not_refactor_commits
facebook/folly,7697ddeffa467211aaabec81cb7f94e74adc37ce,"EventBase cleanup

Summary: Moar c++11 features.  marccelani's comments in D1195393, but in a separate diff.

Test Plan:
contbuild
fbconfig thrift/lib/cpp/test/
fbmake runtests

Reviewed By: rajat@fb.com

FB internal diff: D1219158
",,,,,,12_may_2021_mp_not_refactor_commits
oVirt/vdsm,57170907e4b6cb8c0d458f87ea89217fbac8c112,"vdsm: Fix regression introduced by refactoring libvirtvm

Rebasing the changeset of refactoring libvirtvm.py and vm.py into vm.py [1]
caused an accidental removal of changes made in commit 30a4b50 [2].

This commit fixes the mess up of this rebase mess up.

[1]: http://gerrit.ovirt.org/gitweb?p=vdsm.git;a=commit;h=ee082b8
[2]: http://gerrit.ovirt.org/gitweb?p=vdsm.git;a=commit;h=30a4b50

Change-Id: I0eeb53828e1a33e6f0e010f9e17fb2911fda3f45
Bug-Url: https://bugzilla.redhat.com/show_bug.cgi?id=985735
Signed-off-by: Vinzenz Feenstra <600e8a10eeff4f08c65e2cf493cd851025e86fd2@redhat.com>
Reviewed-on: http://gerrit.ovirt.org/17659
Reviewed-by: Ayal Baron <0feb9d5ff6cbbc5d0b58bb036732244e89ca5a4e@redhat.com>
Reviewed-by: Dan Kenigsberg <184831158ae7531bcabc22617ed51e8717c81e93@redhat.com>
",,,,,,12_may_2021_mp_not_refactor_commits
GNOME/mutter,added497f43a6c161ff727122b3e3cefbb43b10c,"Merge branch 'cally-merge'

* cally-merge:
  cally: Add introspection generation
  cally: Improving cally doc
  cally: Cleaning CallyText
  cally: Refactoring ""window:create"" and ""window:destroy"" emission code
  cally: Use proper backend information on CallyActor
  cally: Check HAVE_CONFIG_H on cally-util.c
  docs: Fix Cally documentation
  cally: Clean up the headers
  Add binaries of the Cally examples to the ignore file
  docs: Add Cally API reference
  Avoid to load cally module on a11y examples
  Add accessibility tests
  Initialize accessibility support on clutter_init
  Rename some methods and includes to avoid -Wshadow warnings
  Cally initialization code
  Add Cally
",,,,,,12_may_2021_mp_not_refactor_commits
googleapis/google-api-ruby-client,5ba2653bc9279f065dcc1de2131b13614d56ab0b,"feat: Automated regeneration of file v1 client (#1699)

This PR was generated using Autosynth. :rainbow:


<details><summary>Log from Synthtool</summary>

```
2020-12-09 02:33:40,626 synthtool [DEBUG] > Executing /home/kbuilder/.cache/synthtool/google-api-ruby-client/synth.py.
On branch autosynth-file-v1
nothing to commit, working tree clean
2020-12-09 02:33:40,657 synthtool [DEBUG] > Running: docker run --rm -v/home/kbuilder/.cache/synthtool/google-api-ruby-client:/workspace -v/var/run/docker.sock:/var/run/docker.sock -w /workspace --entrypoint script/synth.rb gcr.io/cloud-devrel-kokoro-resources/yoshi-ruby/autosynth file v1
DEBUG:synthtool:Running: docker run --rm -v/home/kbuilder/.cache/synthtool/google-api-ruby-client:/workspace -v/var/run/docker.sock:/var/run/docker.sock -w /workspace --entrypoint script/synth.rb gcr.io/cloud-devrel-kokoro-resources/yoshi-ruby/autosynth file v1
bundle install
Don't run Bundler as root. Bundler can ask for sudo if it is needed, and
installing your bundle as root will break this application for all non-root
users on this machine.
The dependency jruby-openssl (>= 0) will be unused by any of the platforms Bundler is installing for. Bundler is installing for ruby but the dependency is only for java. To add those platforms to the bundle, run `bundle lock --add-platform java`.
Fetching gem metadata from https://rubygems.org/.........
Fetching gem metadata from https://rubygems.org/.
Resolving dependencies...
Fetching rake 11.3.0
Installing rake 11.3.0
Fetching concurrent-ruby 1.1.7
Installing concurrent-ruby 1.1.7
Fetching i18n 1.8.5
Installing i18n 1.8.5
Fetching minitest 5.14.2
Installing minitest 5.14.2
Fetching thread_safe 0.3.6
Installing thread_safe 0.3.6
Fetching tzinfo 1.2.8
Installing tzinfo 1.2.8
Fetching activesupport 5.0.7.2
Installing activesupport 5.0.7.2
Fetching public_suffix 4.0.6
Installing public_suffix 4.0.6
Fetching addressable 2.7.0
Installing addressable 2.7.0
Fetching ast 2.4.1
Installing ast 2.4.1
Using bundler 2.1.4
Fetching byebug 11.1.3
Installing byebug 11.1.3 with native extensions
Fetching coderay 1.1.3
Installing coderay 1.1.3
Fetching json 2.3.1
Installing json 2.3.1 with native extensions
Fetching docile 1.3.2
Installing docile 1.3.2
Fetching simplecov-html 0.10.2
Installing simplecov-html 0.10.2
Fetching simplecov 0.16.1
Installing simplecov 0.16.1
Using sync 0.5.0
Fetching tins 1.26.0
Installing tins 1.26.0
Fetching term-ansicolor 1.7.1
Installing term-ansicolor 1.7.1
Fetching thor 0.20.3
Installing thor 0.20.3
Fetching coveralls 0.8.23
Installing coveralls 0.8.23
Fetching crack 0.4.4
Installing crack 0.4.4
Fetching declarative 0.0.20
Installing declarative 0.0.20
Fetching declarative-option 0.1.0
Installing declarative-option 0.1.0
Fetching diff-lcs 1.4.4
Installing diff-lcs 1.4.4
Fetching dotenv 2.7.6
Installing dotenv 2.7.6
Fetching fakefs 0.20.1
Installing fakefs 0.20.1
Fetching multipart-post 2.1.1
Installing multipart-post 2.1.1
Fetching ruby2_keywords 0.0.2
Installing ruby2_keywords 0.0.2
Fetching faraday 1.1.0
Installing faraday 1.1.0
Fetching gems 1.2.0
Installing gems 1.2.0
Fetching github-markup 1.7.0
Installing github-markup 1.7.0
Fetching jwt 2.2.2
Installing jwt 2.2.2
Fetching memoist 0.16.2
Installing memoist 0.16.2
Fetching multi_json 1.15.0
Installing multi_json 1.15.0
Fetching os 0.9.6
Installing os 0.9.6
Fetching signet 0.14.0
Installing signet 0.14.0
Fetching googleauth 0.14.0
Installing googleauth 0.14.0
Fetching httpclient 2.8.3
Installing httpclient 2.8.3
Fetching mini_mime 1.0.2
Installing mini_mime 1.0.2
Fetching uber 0.1.0
Installing uber 0.1.0
Fetching representable 3.0.4
Installing representable 3.0.4
Fetching retriable 3.1.2
Installing retriable 3.1.2
Fetching rexml 3.2.4
Installing rexml 3.2.4
Using google-api-client 0.51.0 from source at `.`
Fetching google-id-token 1.4.2
Installing google-id-token 1.4.2
Fetching hashdiff 1.0.1
Installing hashdiff 1.0.1
Fetching mime-types-data 3.2020.1104
Installing mime-types-data 3.2020.1104
Fetching mime-types 3.3.1
Installing mime-types 3.3.1
Fetching multi_xml 0.6.0
Installing multi_xml 0.6.0
Fetching httparty 0.18.1
Installing httparty 0.18.1
Fetching rspec-support 3.10.0
Installing rspec-support 3.10.0
Fetching rspec-core 3.10.0
Installing rspec-core 3.10.0
Fetching rspec-expectations 3.10.0
Installing rspec-expectations 3.10.0
Fetching rspec-mocks 3.10.0
Installing rspec-mocks 3.10.0
Fetching rspec 3.10.0
Installing rspec 3.10.0
Fetching json_spec 1.1.5
Installing json_spec 1.1.5
Fetching launchy 2.5.0
Installing launchy 2.5.0
Fetching little-plugger 1.1.4
Installing little-plugger 1.1.4
Fetching logging 2.3.0
Installing logging 2.3.0
Fetching method_source 1.0.0
Installing method_source 1.0.0
Fetching opencensus 0.5.0
Installing opencensus 0.5.0
Fetching parallel 1.20.1
Installing parallel 1.20.1
Fetching parser 2.7.2.0
Installing parser 2.7.2.0
Fetching powerpack 0.1.3
Installing powerpack 0.1.3
Fetching pry 0.13.1
Installing pry 0.13.1
Fetching pry-byebug 3.9.0
Installing pry-byebug 3.9.0
Fetching yard 0.9.25
Installing yard 0.9.25
Fetching pry-doc 0.13.5
Installing pry-doc 0.13.5
Fetching rainbow 2.2.2
Installing rainbow 2.2.2 with native extensions
Fetching redcarpet 3.5.0
Installing redcarpet 3.5.0 with native extensions
Fetching redis 3.3.5
Installing redis 3.3.5
Fetching rmail 1.1.4
Installing rmail 1.1.4
Fetching ruby-progressbar 1.10.1
Installing ruby-progressbar 1.10.1
Fetching unicode-display_width 1.7.0
Installing unicode-display_width 1.7.0
Fetching rubocop 0.49.1
Installing rubocop 0.49.1
Fetching webmock 2.3.2
Installing webmock 2.3.2
Bundle complete! 31 Gemfile dependencies, 78 gems now installed.
Use `bundle info [gemname]` to see where a bundled gem is installed.
Post-install message from i18n:

HEADS UP! i18n 1.1 changed fallbacks to exclude default locale.
But that may break your application.

If you are upgrading your Rails application from an older version of Rails:

Please check your Rails app for 'config.i18n.fallbacks = true'.
If you're using I18n (>= 1.1.0) and Rails (< 5.2.2), this should be
'config.i18n.fallbacks = [I18n.default_locale]'.
If not, fallbacks will be broken in your app by I18n 1.1.x.

If you are starting a NEW Rails application, you can ignore this notice.

For more info see:
https://github.com/svenfuchs/i18n/releases/tag/v1.1.0

Post-install message from httparty:
When you HTTParty, you must party hard!
echo a | bundle exec bin/generate-api gen generated --api=file.v1 --names-out=/workspace/api_names_out.yaml
Loading file, version v1 from https://raw.githubusercontent.com/googleapis/discovery-artifact-manager/master/discoveries/file.v1.json
    conflict  google/apis/file_v1.rb
<le/apis/file_v1.rb? (enter ""h"" for help) [Ynaqdhm] a
       force  google/apis/file_v1.rb
   identical  google/apis/file_v1/service.rb
    conflict  google/apis/file_v1/classes.rb
       force  google/apis/file_v1/classes.rb
    conflict  google/apis/file_v1/representations.rb
       force  google/apis/file_v1/representations.rb
    conflict  /workspace/api_names_out.yaml
       force  /workspace/api_names_out.yaml
2020-12-09 02:34:05,862 synthtool [DEBUG] > Wrote metadata to generated/google/apis/file_v1/synth.metadata.
DEBUG:synthtool:Wrote metadata to generated/google/apis/file_v1/synth.metadata.

```
</details>

Full log will be available here:
https://source.cloud.google.com/results/invocations/13e6b812-a54d-4bbb-9ab8-105f680377a2/targets

- [ ] To automatically regenerate this PR, check this box.",,,,,,12_may_2021_mp_not_refactor_commits
NMRExchangeFormat/NEF,bc6694ccd8530e454b62671f99e3268564a0019d,"Added raw_data fram, change XY to xy

Multiple combined changes:
Added programspecific_raw_data saveframe
Changed X/Y wildcards to x/y (lower case)
Tightened definitions for supported wildcards
Improved consistency of Commented_Example
",,,,,,12_may_2021_mp_not_refactor_commits
eXist-db/exist,3d442a9ed92e0f275300a7d76a44fe4a708fbaf1,"[bugfix] attribute axis combined with descendant-or-self: $root//attribute(). Closes bug 1918824:

http://sourceforge.net/tracker/index.php?func=detail&aid=1918824&group_id=17691&atid=117691

Port of rev. 7528 from eXist-memproc branch.

svn path=/trunk/eXist/; revision=7529
",,,,,,12_may_2021_mp_not_refactor_commits
