repo_name,commit,subject,message_without_subject,multiple_parents,Is_Summary,Is_Generic,Category,Comment,Certain,Labler,Sampling,distance,administrative_pred
chromium/chromium,e5c346ca3de42e3c442b5b90b7e80f4a5c835fba,"Revert ""Start setting StartVmRequest.vm""","

This reverts commit 6d67f8817417d597bd35c3eb62acdfdd9eac197e.

Reason for revert: Fails https://ci.chromium.org/p/chromium/builders/ci/linux-chromeos-rel

Original change's description:
> Start setting StartVmRequest.vm
> 
> This is currently ignored by concierge when starting termina, but
> since termina can now be installed in multiple different locations we
> need concierge to start taking the value that chrome sets.
> 
> Bug: 953544
> Change-Id: I51b1ea50a5ae056d6af6baa0743a3cb0c8f8f5e5
> Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/2329126
> Commit-Queue: Fergus Dall <sidereal@google.com>
> Reviewed-by: Nicholas Verne <nverne@chromium.org>
> Reviewed-by: David Munro <davidmunro@google.com>
> Cr-Commit-Position: refs/heads/master@{#795346}

TBR=nverne@chromium.org,sidereal@google.com,davidmunro@google.com

Change-Id: I6635ec58a213c3f62a855a4487bc3cb96c9e4821
No-Presubmit: true
No-Tree-Checks: true
No-Try: true
Bug: 953544
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/2340942
Reviewed-by: Alexey Baskakov <3affebc2c38623a8b6cdb96e449c8d8a14cc83cf@chromium.org>
Commit-Queue: Alexey Baskakov <3affebc2c38623a8b6cdb96e449c8d8a14cc83cf@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#795367}
",False,,,,,,,comsum_random_batch_12_july_2021,445,False
openstack/nova,086a2184bc29880ce97e826fc43656a7eec54986,Add iptables filter rules for dnsmasq (lp:844935),"

On Fedora, the default policy for the INPUT chain in the filter table
is DROP. This means that DHCP and DNS request packets from the guest
get dropped.

Add these rules to allow the traffic through:

 $> sudo iptables -t filter -A nova-network-INPUT -i br0 -p udp -m udp --dport 67 -j ACCEPT
 $> sudo iptables -t filter -A nova-network-INPUT -i br0 -p tcp -m tcp --dport 67 -j ACCEPT
 $> sudo iptables -t filter -A nova-network-INPUT -i br0 -p udp -m udp --dport 53 -j ACCEPT
 $> sudo iptables -t filter -A nova-network-INPUT -i br0 -p tcp -m tcp --dport 53 -j ACCEPT",True,,,,,,,comsum_random_batch_12_july_2021,-1,False
angular/angular-cli,6f9d2c1b18b81335de8ccd16e27c85efad788757,feat(build): add sourcemap option (#3113),"

Add `--no-sourcemap` option to `ng build/serve/test`.

Disabling sourcemaps can help with build speeds. My tests on a medium project shoul a 11.5% improvement on initial builds, and a 37% improvement on rebuilds.

Disabling sourcemaps will make debugging harder, since it makes line information very innacurate.

Partially address #1980",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
home-assistant/home-assistant,5b85456759142c5942c5cd95770acf96be0fcd52,Add switches (on/off zones) to geniushub (#28182),"

* New switch platform for geniushub
* Update to new geniushub-client with support for on/off zones
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
cunctator/traceshark,b2b8e7cdaab683b687f744b7793f6c517ae84542,WorkQueu: Improve WorkThread lifecycle,"

I know it probably will not even be measurable but I just hate when
C++ programs create and destroy unecessarily in the same function.

Signed-off-by: Viktor Rosendahl <4b06b05945f9b919c8265dd65ff78a2d37dc70b3@gmail.com>
",False,,,,,,,comsum_random_batch_12_july_2021,138,False
alphagov/digitalmarketplace-api,6c0b53612d27e54948aebd2e47b4e0cd681496ae,Use comma separated list for /service?status= queries,"

Similar to Search API: repeated `&key=value` params are treated as
AND filters, whereas `&key=value1,value2` is a filter matching any
of the listed values (OR filter).

`?status` service filters aren't supported by dmutils apiclient, so
they're unlikely to be used in any existing code.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
dnanexus/dx-toolkit,c98a1ef6a996e827f5fb188b944c08eb90fffa3b,Don't print ID of app(let) if we're going to --run it anyway.,"

If the user is going to call --run they're more likely interested in the
job ID than the executable ID. This change suppresses the executable ID
in that case, but in general, if there is a Makefile, ""dx build ...
--run"" will still spew out the output of the make process, making it
nontrivial to extract the job ID. So this isn't a general solution to
make the job ID easily available to the user, but it will at least fix
some simple tests.

(dx build --remote solves a similar problem by running the make step
separately from the upload step, so that the latter can be easily parsed
for the executable ID.)

This bug was exposed by changes made in 3f29d10. Previously it was
masked by the fact that we would print out the executable ID, then call
os.execv-- which transfers control without flushing buffers, so the
executable ID would never be seen by the user. The subprocess methods
do, however, flush the buffers and made the executable ID visible.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
nwjs/chromium.src,c025987393474913ae00f8cd93607920fb43813d,Gesture scrolls no longer synthesize wheel events.,"

GestureScrollUpdate events would previously synthesize a PlatformWheelEvent
to scroll a FrameView. This patch makes the GSU event handler scroll the
FrameView directly. It also moves the bubbling logic between FrameView and
PinchViewport into EventHandler.

BUG=420599

Review URL: https://codereview.chromium.org/654893002

git-svn-id: bf5cd6ccde378db821296732a091cfbcf5285fbd@185963 bbb929c8-8fbe-4397-9dbb-9b2b20218538
",False,,,,,,,comsum_random_batch_12_july_2021,327,False
nwjs/chromium.src,69f34b82f87702df062e11e31ddb3a958451c762,Add [TypeChecking=Unrestricted] to MIDIMessageEventInit,"

This will cause a TypeError to be thrown if 'receivedTime' is non-finite,
as is required (indirectly, by referencing Web IDL) by the specification.

BUG=354298

Review URL: https://codereview.chromium.org/962163002

git-svn-id: bf5cd6ccde378db821296732a091cfbcf5285fbd@191007 bbb929c8-8fbe-4397-9dbb-9b2b20218538
",False,,,,,,,comsum_random_batch_12_july_2021,218,False
BloomBooks/BloomDesktop,d6144b5eb4c41e16135bb890e93fdf02689af416,BL-6100 improve Axios error reporting,"

I don't expect this to actually fix BL-6100, but it should improve error reports enough to give us a chance to solve it.",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
zephyrproject-rtos/zephyr,1cda7554cac5982fdd7feb3cb3b94f8d3a91a608,arm: exc_manage: fix printk format code usage,"

Change-Id: I1e3f313f9c653dc2eec2ea02f16437f6c60ef304
Signed-off-by: Andrew Boie <aab045b28152628be6af0e556050d0381fd0a34d@intel.com>
",False,,,,,,,comsum_random_batch_12_july_2021,2,True
dart-lang/sdk,a750dea380dc5c74ab82dba1c1609c8ed4122558,Make MultipartRequest more closely adhere to browsers' behavior.,"

R=rnystrom@google.com
BUG=17899

Review URL: https://codereview.chromium.org//218993016

git-svn-id: c93d8a2297af3b929165606efe145742a534bc71@34631 260f80e4-7a28-3924-810f-c04153c831b5
",False,,,,,,,comsum_random_batch_12_july_2021,91,False
crowi/crowi,fdb6101e7974da0c62cc37fb9deb9f4f67f31b61,Bump @types/debug from 4.1.4 to 4.1.5,"

Bumps [@types/debug](https://github.com/DefinitelyTyped/DefinitelyTyped/tree/HEAD/types/debug) from 4.1.4 to 4.1.5.
- [Release notes](https://github.com/DefinitelyTyped/DefinitelyTyped/releases)
- [Commits](https://github.com/DefinitelyTyped/DefinitelyTyped/commits/HEAD/types/debug)

Signed-off-by: dependabot-preview[bot] <5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@dependabot.com>",False,,,,,,,comsum_random_batch_12_july_2021,287,False
openmicroscopy/openmicroscopy,5cea9b7d70b980ec2ccd2fa31eb0702a935cb715,Load all `omero/plugins` subdirs on the PYTHONPATH,"

During plugin loading, loop over the contents of sys.path
(i.e. PYTHONPATH) and for all directories which contain a
subdirectory `omero/plugin` run the loadpath method as if
it had been passed to `bin/omero` with `--path`.

NB: This currently does not handle plugins packaged as eggs.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
jbucaran/hyperapp,0ce0d1b7582a09296ef6d8f0f3a68b79b3e80795,Support nodes whose tag is a function. (#77),"

This makes it possible to create jsx components
in this way: <MyComponent props=...></MyComponent>",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
apple/swift-corelibs-foundation,edfd25a74b171f2cdd1f4574537f3c05d1fef4ee,build: repair the build on 14.04,"

CMake 3.4.3 does not support the <files>... <directory> pattern for
copy_if_different.  Adjust for that.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
nwjs/chromium.src,e636eab5a532be27a3953409f3a3534bd976a4da,Revert of Create a Android Sync integration test for typed URLs (patchset #4 id:140001 of https://codereview.chromium.org/862113005/),"

Reason for revert:
This is breaking building chrome/android:chrome_sync_shell_test_apk
with gn due to a dependency to the autogenerated enum org.chromium.ui.base.PageTransition;

I am not sure why no bots failed when landing it (we don't seem to have gn builder upstream for android?) but reverting it locally makes it build again.

To repro: Reapply the patch and run
gn gen out/Release  --args='is_debug=false os=""android"" cpu_arch=""arm"" use_goma=true goma_dir=""/usr/local/google/clank/goma/goma""'

ninja -C out/Release -j 200  chrome/android:chrome_sync_shell_test_apk

Original issue's description:
> Create a Android Sync integration test for typed URLs
>
> This CL introduces JNI plumbing for one method of the FakeServer's
> verification API. One test (testUploadTypedUrl) has been added to use
> the API; it types a URL on the client and verifies that the URL was
> sent to the server.
>
> BUG=NONE
>
> Committed: https://crrev.com/cba424b9309c8c75d0a3797b9b228f7ef11425e4
> Cr-Commit-Position: refs/heads/master@{#313824}

TBR=nyquist@chromium.org,maxbogue@chromium.org,zea@chromium.org,pvalenzuela@chromium.org
NOPRESUBMIT=true
NOTREECHECKS=true
NOTRY=true
BUG=NONE

Review URL: https://codereview.chromium.org/881753003

Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#313898}
",False,,,,,,,comsum_random_batch_12_july_2021,913,False
libMesh/libmesh,a01c03a8c3fad606854a17f31f66816e3e4ed7f1,Assert consistent ErrorVector values for flagging,"

Otherwise we'll happily set inconsistent flags and not discover the
error until we actually start trying mesh refinement.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
RedHatInsights/insights-core,ca5dacd30d6986d10bdbbb17deff99c50c4b15fa,Merge branch 'neutron_server_log' into 'master',"

add neutron_server_log.py mapper to parse /var/log/neutron/server.log



See merge request !140
",True,,,,,,,comsum_random_batch_12_july_2021,-1,False
dynup/kpatch,0e0cee369acd9ae6f26722353f8a4507808a9a35,test/integration: add  rhel-7.7 rebased patches,"

Added integration-test patches rebased against rhel-7.7 GA kernel. No
conflicts, some fuzz.

Signed-off-by: Artem Savkov <d63d291a587345cfb191d99b4bf48847a127ac18@redhat.com>
",False,,,,,,,comsum_random_batch_12_july_2021,95,False
tprrt/linux-stable,5850dd8f6d4e79484d498c0d77b223d1041f9954,[POWERPC] cell: hard disable interrupts in power_save(),"

With soft-disabled interrupts in power_save, we can
still get external exceptions on Cell, even if we are
in pause(0) a.k.a. sleep state.

When the CPU really wakes up through the 0x100 (system reset)
vector, while we have already started processing the 0x500
(external) exception, we get a panic in unrecoverable_exception()
because of the lost state.

This occurred in Systemsim for Cell, but as far as I can see,
it can theoretically occur on any machine that uses the
system reset exception to get out of sleep state.

Signed-off-by: Benjamin Herrenschmidt <a7089bb6e7e92505d88aaff006cbdd60cc9120b6@kernel.crashing.org>
Signed-off-by: Arnd Bergmann <31ce0e01d6a887319e98c2278af71350d5f64c4f@de.ibm.com>
",False,,,,,,,comsum_random_batch_12_july_2021,525,False
libusb/libusb,359a273b36d810e0fda4117a3131116350db822b,io: Ensure all pending events are consumed in one libusb_handle_events call,"

Before this patch if ie multiple hot-plug events were pending, multiple
handle_events calls would be necessary to handle them all, this patch
changes handle_events so that the poll is re-done to check for more events
if there was activity on any of the special fds.

Signed-off-by: Hans de Goede <9fa1be1a5b5729e4c6b404f34c9ce49ff4882fd8@redhat.com>
",False,,,,,,,comsum_random_batch_12_july_2021,269,False
tprrt/linux-stable,ce8f45370e118fb6d5fe820b97558b9e2e2fece5,ahci: qoriq: added ls2088a platforms support,"

Ls2088a is new introduced arm-based soc with sata support with
following features:
1. Complies with the serial ATA 3.0 specification and the AHCI 1.3.1
   specification
2. Contains a high-speed descriptor-based DMA controller
3. Supports the following:
   a. Speeds of 1.5 Gb/s (first-generation SATA), 3 Gb/s
      (second-generation SATA), and 6 Gb/s (third-generation SATA)
   b. FIS-based switching
   c. Native command queuing (NCQ) commands
   d. Port multiplier operation
   e. Asynchronous notification
   f. SATA BIST mode

Signed-off-by: Tang Yuantian <f0f0f083f68b706cd18f391b0700a5338c91d425@nxp.com>
Signed-off-by: Tejun Heo <546b05909706652891a87f7bfe385ae147f61f91@kernel.org>
",False,,,,,,,comsum_random_batch_12_july_2021,535,False
nwjs/chromium.src,3ddb04713aeee3ec9fc39a7253f01d33d55a0d99,Implement Desktop Media Picker (Mac version) for the Desktop Capture API,"

This CL implements DesktopMediaPicker for the Mac used by the Desktop Capture API to present the user with a list of sources (including live thumbnails) to use.

BUG=237907

Review URL: https://chromiumcodereview.appspot.com/23944003

git-svn-id: de016e52bd170d2d4f2344f9bf92d50478b649e0@221874 0039d316-1c4b-4281-b951-d872f2087c98
",False,,,,,,,comsum_random_batch_12_july_2021,237,False
openembedded/meta-openembedded,8015b0b974962bde926276ff4fc8012afe94b6f3,Python: feed formatter: Clarify BSD license variant,"

The License of python feed formatter is BSD-3-Clause.

Signed-off-by: Christophe Priouzeau <764d1e7ac3bcfb3c2f77ddc550eda7ed9b72ff9f@st.com>
Signed-off-by: Khem Raj <729d64b6f67515e258459a5f6d20ec88b2caf8df@gmail.com>
",False,,,,,,,comsum_random_batch_12_july_2021,57,False
qtproject/qt-labs-qbs,28f5eee070da42bb18e43dc18af6f4494e1fd405,Simplify the emptyProfile autotest,"

There is no need for a temporary settings dir: We have the special
""none"" value for profiles.

Change-Id: I4a07053e81e94d999f3a6827c51b04d32725ffcb
Reviewed-by: Ivan Komissarov <96f14e4d07227e958f51f7d2898113639e9498d9@gmail.com>
Reviewed-by: Joerg Bornemann <47777b9406dbddd02a3fdca8341789a013805a11@qt.io>
",False,,,,,,,comsum_random_batch_12_july_2021,97,False
ReactiveX/RxJava,34242e14b6c6d5b31c2dfce17e65410dd2f20d8a,"2.x: Add retry(times, predicate) to Single & Completable and verify behavior across them and Maybe. (#5753)","

* 2.x: Add retry(times, predicate) to Single & Completable and verify behavior across them and Maybe.

* Adjust ParamValidationCheckerTest for the 2 newly added methods.

* Add AtomicInteger for checking the number of subscribe calls.

* Fix copy pasta mistake.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
tprrt/linux-stable,17e72782f02fe732d687e5bc2bb0ce10424d2819,iwlwifi: align set channel with mac80211,"

This patch makes use of mac80211 defaults for channel and band.
Older code that uses G band channel 6 was removed. This patch also
changes iwl_set_rxon_channel signature.

Signed-off-by: Tomas Winkler <002a8af089113a6510dbc00453be711ac350fd80@intel.com>
Signed-off-by: Zhu Yi <c03a0e8263a89cd8dae38df2cca8d3f223dbdca7@intel.com>
Signed-off-by: John W. Linville <2a53bac7a5d324865ef46ec4c38b2c0fba1456b4@tuxdriver.com>
",False,,,,,,,comsum_random_batch_12_july_2021,174,False
scylladb/seastar,44cf127ee98838e40a44519178fde7297ba3a6dc,memory: add scoped_heap_profiling,"

A helper to enable heap profiling for a limited scope, using RAII. Safe
to embed.

Signed-off-by: Botond Dénes <a584fa4d75a0a85d721f44fb6e06315a2853b0b6@scylladb.com>
Message-Id: <20200128134521.408897-3-a584fa4d75a0a85d721f44fb6e06315a2853b0b6@scylladb.com>
",False,,,,,,,comsum_random_batch_12_july_2021,85,False
twitter/finagle,37f21789c798d32bc526e443e1b0673d76339914,[split] Fix minor issues and missing code blocks in Finagle documentation,"

Problem

Some references in the documentation ended up broken after rearrangements in
the example code, resulting in missing code blocks. The note at the beginning
of CHANGES was also unindented, resulting in part of it being rendered.

Solution

Fix references, re-indent note.

Result

No more empty code blocks, unintentionally rendered comments, or Sphinx
warnings.

RB_ID=480377
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
catapult-project/catapult,0f6ed710764d9858eb9d2ad2a2f92fde89d1634b,auto-triage: Don't update closed issue when all alerts recovered,"

Dashboard should stop updating issue with ""All regressions for this
issue have been marked recovered; closing."" when it's already closed.
It keeps spamming monorail when a issue is closed because recovered.

R=f07c55753dac44d78e0294a1d64ea321baaa78f4@google.com, dberris@chromium.org

Bug: chromium:1132463
Change-Id: I6ef9a749c9bb72937cd3df3a6b73a54df68169c6
Reviewed-on: https://chromium-review.googlesource.com/c/catapult/+/2437750
Auto-Submit: Chenlin Fan <ade7e59805b81f027d537665b2c12c1956198b97@chromium.org>
Reviewed-by: Andrew Bennetts <f07c55753dac44d78e0294a1d64ea321baaa78f4@google.com>
Commit-Queue: Chenlin Fan <ade7e59805b81f027d537665b2c12c1956198b97@chromium.org>
",False,,,,,,,comsum_random_batch_12_july_2021,309,False
