repo_name,commit,message,Is_Core_Adaptive,Is_Adaptive,Justification,Certain,Comment,Sampling
rhinstaller/anaconda,9c69487ac757704be633436a0cc463f5629ab922,"Fixup partition aligning (#560586)

Our partitioning code was assuming that having a partition from
sector 0 - 512 means the partition stops at sector 512, iow that
it goes from sector 0 till 511, but that is not how parted geometries
work, the range includes the end sector. So 0 - 512 will get you
a 513 sectors partition.

This patch adds an endAligment property to disklabel which can be used
to properly align end sectors (which must be aligned to the disklabel's
alignment with the offset decreased by 1), patches partitioning.py to
use this to align end sectors and fixes up end sector calculations in
partitioning.py to be start + length - 1.

On DASD's (s390), the wrong end sector was causing a traceback (#560586),
as DASD's disklabels need partitions to be cylinder aligned, and the wrong
end sector violated this.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
candlepin/subscription-manager,565fd10aab226dc33eafcb52b68611bdef4aa11d,"Use patch for mocking loggers and show_error_window

This reduces pollution of test environments that was causing PR test
failures seen first in #1589.

`test/test_managercli.py` was the actual culprit.

I went ahead and fixed `test/test_handle_gui_exception.py` while I was
at it.

Also, I went ahead and added the `warning` method to `FakeLogger`.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
exponentjs/exponent,b333b4187e1613bfe71f71c2dc5c486c87b9f3e3,"[ios][android] Make redbox and rr (android) and cmd+r (ios) reload manifest and JS rather than just JS (#6134)

* [ios] Make cmd+r reload manifest and JS rather than just JS

* [ios] Reload from dev menu grabs manifest too

* [ios] Clean up reload code and ensure redbox injection code works outside of developer mode

* [android] Reload on dev menu also reloads from manifest

* [ios] Fix typo

* [android] Reload from manifest from redbox and with rr shortcut

* [android] Address feedback

* [react-native-lab] Copy changes to ReactAndroid over

* [android] Clean up extra newlines

* [react-native-lab] Update on sdk-36 branch
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
home-assistant/home-assistant,eaaa0442e28469fab9b28ed5fdbe5295f99f9933,"Add a Z-wave workaround to do full refresh on update (#6403)

* Add Zwave refresh services

* services file

* Use dispatcher

* Add zwave prefix to signal

* Add a Z-wave workaround to do full refresh on update
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
tprrt/linux-stable,d4df171418262d2e0291dcff14e40bcebe73af3c,"drm/msm/gpu: fix building without debugfs

When debugfs is disabled, but coredump is turned on, the adreno driver fails to build:

drivers/gpu/drm/msm/adreno/a3xx_gpu.c:460:4: error: 'struct msm_gpu_funcs' has no member named 'show'
   .show = adreno_show,
    ^~~~
drivers/gpu/drm/msm/adreno/a3xx_gpu.c:460:11: note: (near initialization for 'funcs.base')
drivers/gpu/drm/msm/adreno/a3xx_gpu.c:460:11: error: initialization of 'void (*)(struct msm_gpu *, struct msm_gem_submit *, struct msm_file_private *)' from incompatible pointer type 'void (*)(struct msm_gpu *, struct msm_gpu_state *, struct drm_printer *)' [-Werror=incompatible-pointer-types]
drivers/gpu/drm/msm/adreno/a3xx_gpu.c:460:11: note: (near initialization for 'funcs.base.submit')
drivers/gpu/drm/msm/adreno/a4xx_gpu.c:546:4: error: 'struct msm_gpu_funcs' has no member named 'show'
drivers/gpu/drm/msm/adreno/a5xx_gpu.c:1460:4: error: 'struct msm_gpu_funcs' has no member named 'show'
drivers/gpu/drm/msm/adreno/a6xx_gpu.c:769:4: error: 'struct msm_gpu_funcs' has no member named 'show'
drivers/gpu/drm/msm/msm_gpu.c: In function 'msm_gpu_devcoredump_read':
drivers/gpu/drm/msm/msm_gpu.c:289:12: error: 'const struct msm_gpu_funcs' has no member named 'show'

Adjust the #ifdef to make it build again.

Fixes: c0fec7f562ec (""drm/msm/gpu: Capture the GPU state on a GPU hang"")
Signed-off-by: Arnd Bergmann <f2c659f01951776204a6c5b902787d9019fbeebd@arndb.de>
Signed-off-by: Rob Clark <915c10c999604870200b6defbe633d857c856ca0@gmail.com>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
nwjs/chromium.src,c2eec0d81f92df06e614e104eba8b3e12bbc6030,"Non-SFI Mode: Build ipc/ library by PNaCl toolchain for nacl_helper_nonsfi.

This CL is to build ipc/ for nacl_helper_nonsfi.
The library is similar to ipc_nacl, but slightly different:
- The IPC::Channel should use ChannelPosix rather than ChannelNaCl,
  as it runs under linux directly.
- Some features of ChannelPosix cannot be compiled by PNaCl toolchain for
  Non-SFI build, but these are not necessary for nacl_helper_nonsfi.
  These are dropped by ""ifdef"" guard.
Note that this library is not used yet, but should be built successfully.

BUG=358465
TEST=Ran trybot. Implement nacl_helper_nonsfi on top of this CL, and made sure it works.

Review URL: https://codereview.chromium.org/659243002

Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#301037}
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
zephyrproject-rtos/zephyr,911b91d82e3f0c0c7b5a65728012baea706f6bc5,"Bluetooth: Move start_scanning stop_scanning and le_create_conn

Move bt_hci_start_scanning, bt_hci_stop_scanning and hci_le_create_conn.
It's needed to avoid a forward declaration in a subsequent patch.

Change-Id: I0ee048ca6e8add6a481ac4fdc8a8e2cbdf4f007c
Signed-off-by: Mariusz Skamra <c73850bd0bf85e95dce44c2ce1418ca55c1b6c5d@tieto.com>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
openstack/openstack-manuals,76fcca9685fdf03204888fb7da4ed3ec6667591f,"Imported Translations from Transifex

For more information about this automatic import see:
https://wiki.openstack.org/wiki/Translations/Infrastructure

Change-Id: I79dfdf1c2611419f0852a12a3627cfddc9730a17
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
spulec/moto,d4e39146b70d78d198041012a3b4f05e4f14cf0b,"Make sure every NetworkInterface has a private IP

AWS always assigns a primary IP address to Network Interfaces.
Using a test account (modified the IP):

    >>> import boto
    >>> vpc = boto.connect_vpc()
    >>> eni = vpc.create_network_interface(subnet_id)
    >>> eni.private_ip_addresses
    [PrivateIPAddress(10.1.2.3, primary=True)]
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
linux-test-project/ltp,16352e460d3afbdeee85d1d6b46a95369483da99,"lib/tst_test.c: mntpoint implies tmpdir

If mntpoint is set in the test structure we create a directory hence we
need to ensure that we are creating the directory in the right place.

Signed-off-by: Cyril Hrubis <e0c73f351b538f846f03d0c22a5583b41bce619a@suse.cz>
Tested-by: Petr Vorel <a75d75f7249459d0361fe2150760cbb546b36ca9@suse.cz>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
catmaid/CATMAID,0bf74e023c5eb97af0b6e8b5c7a0c9278d80ca93,"3D viewer: be more fault tolerant in code executed after destruction

There are situations where a 3D Viewer is closes quickly after it has
been opened and skeletons have been added. An example is opening the
split dialog accidentally and closing it again before the relevant
skeleton is loaded. Some asynchronous code is executed after the widget
was destructed. This prevents such code from accessing the space object
after its destruction.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
tprrt/linux-stable,45a359e80d9b81b0fc3d9612053a86fc52a5f4b9,"dt-bindings: imx8mq-clock: Add the missing ARM clock

Add the missing ARM clock which will be used by cpufreq

Signed-off-by: Abel Vesa <33315ddda88a16e2f3550569baadd50dfa603c23@nxp.com>
Reviewed-by: Lucas Stach <48c9e973d8f86eb0cdae200124c5925db7587c4e@pengutronix.de>
[010521127f513270fe503d86ab8316ac5147f4b7@kernel.org: Fixed numbering in dt header]
Signed-off-by: Stephen Boyd <010521127f513270fe503d86ab8316ac5147f4b7@kernel.org>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
MariaDB/server,c09c434877547abb9243c36ddc267f59ca75a107,"SCRUM: Montymise code
       fix mysql_change_user() for old clients


include/mysql_com.h:
  Mover global defines here
libmysql/libmysql.c:
  Remove end spaces from all lines
scripts/mysql_fix_privilege_tables.sh:
  Move password modification to separate alter table
sql/mini_client.cc:
  Defines, fold long lines
sql/mysqld.cc:
  Backup old scramble for mysql_change_user to work from old clients
sql/password.c:
  Several minor optimizations
sql/sql_acl.cc:
  Remove ending spaces
sql/sql_class.h:
  Add old scramble for mysql_change_user to work with old clients
sql/sql_parse.cc:
  Remove end spaces.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
nwjs/chromium.src,d3149736eb4089e4e85f546d056658b1068e09b9,"WebCore:

        Reviewed by Oliver Hunt.

        - add ""(anonymous)"" to the renderName of anonymous table cells, rows and sections

        * rendering/RenderTableCell.h:
        (WebCore::RenderTableCell::renderName):
        * rendering/RenderTableRow.h:
        (WebCore::RenderTableRow::renderName):
        * rendering/RenderTableSection.h:
        (WebCore::RenderTableSection::renderName):

LayoutTests:

        Reviewed by Oliver Hunt.

        - updated results to reflect which table parts are anonymous



git-svn-id: bf5cd6ccde378db821296732a091cfbcf5285fbd@26998 bbb929c8-8fbe-4397-9dbb-9b2b20218538",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
dart-lang/sdk,4a59e13a84937b6f08582672c748faf92f964d80,"Issue 19799. Merge getter/setter pairs into fields when create missing overrides.

R=paulberry@google.com
BUG= https://code.google.com/p/dart/issues/detail?id=19799

Review URL: https://codereview.chromium.org//563333002

git-svn-id: c93d8a2297af3b929165606efe145742a534bc71@40220 260f80e4-7a28-3924-810f-c04153c831b5
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
libvirt/libvirt,2ec6faea798b2a7d8986b7a958e781b54d8a8070,"qemu_hotplug: separate Chr|Lease from other devices in DetachDevice switch

The Chr and Lease devices have detach code that is too different from
the other device types to handle with common functionality (which will
soon be added at the end of qemuDomainDetachDeviceLive(). In order to
make this difference obvious, move the cases for those two device
types to the top of the switch statement in
qemuDomainDetachDeviceLive(), have the cases return immediately so the
future common code at the end of the function will be skipped, and
also include some hopefully helpful comments to remind future
maintainers why these two device types are treated differently.

Any attempt to detach an unsupported device type should also skip the
future common code at the end of the function, so the case for
unsupported types is similarly changed from a simple break to a return
-1.

Signed-off-by: Laine Stump <c23361c43fbf79fed83e8b76173707b083d6caf5@laine.org>
ACKed-by: Peter Krempa <2cf5c04c61aa466e4a47bfedc747d17279c72ffc@redhat.com>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
elementary/website,25ecec825cb7cd0fd0f0a11b2959b98adeea9465,"Fix #903: Never have to modify the links directly again (#1349)

* Never have to modify the links directly again

* Chart Milestone

* Disable the chart with 1 line change.

* Remove duplicate magnet link
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
styled-components/styled-components,5742428ad9389bcb3217ccb03d4fea001827f908,"remove trailing commas for functions

They're not supported in ES5, which is tested against in the node
versions included by the styled-components CI. Also disabled an
eslint rule that was conflicting with what prettier was doing.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
parapluu/Concuerror,1594fad4ae20c4b90073654559b826fc880186fa,"Avoid wasteful computation

When planning more schedulings, Concuerror was always
creating an updated vector clock regardless of whether
it was needed by the planning logic. This patch makes
sure that a new vector clock is calculated only when needed.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
chromium/chromium,8273a33818244f231767bc6e5e073a2c1fd1bb96,"Add item tag to autofill dropdrown item

This change is no-op as we are always creating the autofill suggestion
setting the itemTag to an empty string which'd result in the itemTag
text view's visibility to be set to GONE.

In a follow-up CL, we'll add the itemTag parameter to the
AutofillPopupBridge and populate the autofill suggestion with it. This
will be used to display the offer text in the autofill dropdown.

Bug: 1112095
Change-Id: Idbbc08565a4911d76264f3fc33e688228601e5b7
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/2350147
Reviewed-by: Bo <bc579652988c4c89a85c01792240e330d2e727f7@chromium.org>
Reviewed-by: Rouslan Solomakhin <f43eb1c45d6bbc4fdf70b71cb8eb2d8be4d0f5b6@chromium.org>
Reviewed-by: Dominic Battré <11522016dc637b67b78946baf6f3c18d584fd07c@chromium.org>
Reviewed-by: Friedrich [CET] <89bbae4d60f4338eae60b11e9f98bde6470c07a5@chromium.org>
Reviewed-by: Jared Saul <e23321a62e21d7660fe4656de7c216b860aa74a9@google.com>
Commit-Queue: Siddharth Shah <f3deb63e0f3fc8495fba3ee1f6468922eb1ef00f@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#798306}
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
alphagov/specialist-publisher-rebuild,80ab1cca50a6d472a4b382415eed90f5e4f0df83,"Replace boolean with polymorphism

There're a few parts to this.

Boolean arguments are hard to read. If they're the only option available, they
should probably be keyword arguments so that their intention is as clear in the
method's use throughout the codebase as it is in the method's definition.

Conditional control flow has a habit of growing in complexity and becoming
unreadable. For that reason, some people prefer to avoid introducing it in the
first place. A fine example of conditional logic that's grown to be difficult
to understand is in PublishingApiFinderPublisher#call, in one of the files
affected by this commit, and some of the conditionals I've removed here already
live inside nested conditionals themselves.

This project favours the use of methods over direct access to
`@instance_variables`. I assume that's because
- on their own, even if never changed, methods're visually less noisy
- methods're easier to swap out with a different implementation, without having
  to remove all the `@`s

The Logger object is there for the using and is preferred to both
- passing boolean arguments, and
- adding conditionals
using objects like the Logger often negates the need for conditionals since the
particular flavour of Logger we send our messages to can decide how to handle
them.

A note on keyword parameters. Personally I'd say these are preferable when
- the typical values expected as arguments don't speak for themselves,
- the name of the method doesn't imply what its arguments should be,
- and also possibly when the arguments are optional
It does appear to be conventional across GOV.UK code to use a keyword for
a `logger` argument, so I've used the same style here.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
nwjs/chromium.src,d30ea5bad57da6f679468cb59144705a6be16c74,"        Reviewed by John

        <rdar://problem/3745498> HTMLCompose: Can't edit new empty message (and typing eventually crashes)
        <rdar://problem/3746408> HTMLCompose: cannot type in message body of new messages (and tabbing causes a crash.)

        * kwq/KWQKHTMLPart.mm:
        (KWQKHTMLPart::setDisplaysWithFocusAttributes): Add in some smarts to look around for
        a good place to put the caret if focus is turning ""on"", the part is contentEditable,
        and it does not currently have a selection. This has the effect of flashing the caret
        in a contentEditable view automatically without requiring the programmer to set a
        selection explicitly. This also fixes the bug listed above. Both are cases where the
        bad behavior happened since the editing code tried to process input without an active
        selection. I always took the extra step of setting the selection explicitly when
        opening new windows in programs like Blot, but it seems silly to require developers to
        do this in general. With this patch, they no longer need to.


git-svn-id: bf5cd6ccde378db821296732a091cfbcf5285fbd@7168 bbb929c8-8fbe-4397-9dbb-9b2b20218538",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
google/picatrix,f8df439a7701961152483df4f01d6b1f6f037e72,"Added basic files and a simple notebook to introduce the subject

Adding a simple notebook with a primer on colab/jupyter as well as some basic files for the project",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
snapcore/snapd,3163639401275e04aa076a3e6616a633a95fdd8b,"interfaces/{desktop-legacy,unity7}: adjust for new ibus socket location

IBus 1.5.22 changed the abstract socket path. This version is currently
in Ubuntu 20.04 and while the apparmor ibus abstraction in 20.04 was
adjusted for this path, snapd uses a subset of that abstraction and
needs a corresponding update. This provides that update.

References:
https://bugs.launchpad.net/ubuntu/+source/snapd/+bug/1580463/comments/37
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
GNOME/gnome-system-monitor,b5dc3716e2cf9bbc52e03a5536be1daa63e6a603,"Updated traditional Chinese translation.

2003-01-26  Abel Cheung  <maddog@linux.org.hk>

	* zh_TW.po: Updated traditional Chinese translation.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
